text,keyword
Momen kampret itu ketika lu lg asik² tidur trus kebangun gara-gara mo boker ,kampret
Kampret lau,kampret
Haha kampret wkwk,kampret
Bah uci kampret haha,kampret
Kampret. Wkwk,kampret
Kampret emang Britain wkwk,kampret
Dasar hijab cringe,kampret
Korban kamu dong? Yhahhaa. Engga lah gapernah punha kisah nich sama gemini. Yang ada masih taaaaaaaa..................,kampret
 kampret,kampret
"Saya Kampret, Saya NKRI",kampret
"Semalem streaming seminar, udah 1 jam kerefresh dong. Ngulang lagi dari awal, mana pas akhir2 akunya dah bobok. Untungnya kok postest masih lolos Tp baru dapet 1 seminar, ini mau dilanjut yg lain sinyal jam segini kampret banget ",kampret
Pdkng jenderal kardus n jenderal baper kampret ngak malu bahas hutang lah sang jenderal sj byk hutang pribadi kengr kok ngak pd ngaca sih ya pdkngnya duh tolol banget bahkan ktnya karyawannya sj blm digaji kok mlh mau mensejahterakan buruh ktnya ngakak guling2 #Jokowi2Periode,kampret
JALAPENI HSHSH KAMPRET,kampret
endingnya kurang ajarr kampret,kampret
Hahahaha kampret,kampret
Ambiya kampret Wkwk,kampret
"kampret emang yang nyolong air, liat aja kalian yang nyolong air w colong balik ",kampret
"ih iya anjir yg presale pertama tu murbing tapi mikir mikir dlu ijinnya , eh malah pandemi gini hahah kampret :(",kampret
Saksi pidana bayaran juga akan kena pidana karena saksi palsu..otaknya kampret aja kasus hukum kok bayaran..coba kamu lapor polisi kasus pidana mencari orang bayaran bisa kagak,kampret
biar ada balonnya kudu ngapain si anj kampret ish ingin ku berkata kasar,kampret
Pdkng jenderal kardus n jenderal baper kampret ngak malu bahas hutang lah sang jenderal sj byk hutang pribadi kengr kok ngak pd ngaca sih ya pdkngnya duh tolol banget bahkan ktnya karyawannya sj blm digaji kok mlh mau mensejahterakan buruh ktnya ngakak guling2 #Jokowi2Periode,kampret
Pdkng jenderal kardus n jenderal baper kampret ngak malu bahas hutang lah sang jenderal sj byk hutang pribadi kengr kok ngak pd ngaca sih ya pdkngnya duh tolol banget bahkan ktnya karyawannya sj blm digaji kok mlh mau mensejahterakan buruh ktnya ngakak guling2 #Jokowi2Periode,kampret
"""itu alis atau logo NIKE?"" adalah kalimat yang kampret hahahaha",kampret
WUANJRIT... KAMPRET!!! Wkwkwk https://twitter.com/Cang_Unyil/status/415383505376276480/photo/1,kampret
Durhaka bener kayaknya w jadi anak. Jam 4 pagi niup balon eh pecah:) auto bapak bangun dan blg 'kampret' ,kampret
"Dihh.. baru bisa buat posternya tugas animasi.. sampe jam sgini belom kelar.. hmm, deadline besok dahal xD *ditabok trus ya, buat poster sambil dngerin cd drama otome R18+. WOIIII KAMPRET SEKALI INI KUPING SAYA, DAN SEBELAH KIRI JELAS BANGET BGSD! *udah tau lg bucin spa kan ",kampret
Pdkng jenderal kardus n jenderal baper kampret ngak malu bahas hutang lah sang jenderal sj byk hutang pribadi kengr kok ngak pd ngaca sih ya pdkngnya duh tolol banget bahkan ktnya karyawannya sj blm digaji kok mlh mau mensejahterakan buruh ktnya ngakak guling2 #Jokowi2Periode,kampret
Bener kampret ,kampret
WKWKWKW kampret bener lu rey,kampret
Kampret emng tba2 kebangun jam 3 pagi. Uda seneng dong bisa tidur awal tpi ini bangun nya terlalu awal juga -_-,kampret
kampret. gacuman fakboi yg bs kayak gt,kampret
Duh kampret gak tau lagi itu artinya :),kampret
Tergantung cowonya siapa laa kalo Wonwoo ya suka tapi kalo si kampret adek gue ya males,kampret
Kampret emang ,kampret
KOK GUA GELI SENDIRI KAMPRET,kampret
Mendadak kampret ,kampret
kampret,kampret
kampret gue niat na cari au delapanbelas malah dpt au angst bgstt mewek kan gwe,kampret
Hahahaha kampret bikin panik,kampret
Kampret ,kampret
"makasi nder, ku jd keinget wish ku di 2017 yang sampe skrg blm dikabul2in alias KAMPRET BETUL ",kampret
Kaget kampret,kampret
Ngakak wkwkw kampret emg si baeng,kampret
Kampret ,kampret
KAMPRET ,kampret
Basic lonte kampret hahahaha,kampret
"Bikin grafik susah susah, ternyata SALAH KAMPRET BANGET ASW JABINGAN",kampret
"Ganti season, masih terjebak di tier neraka kampret. ",kampret
ah kampret,kampret
kampret muda,kampret
Kampret di akhir zaman nnti akan mnjadi penerang jalan bagi kaum yg dimusuhi cebong dungu.... ,kampret
Anjer kampret remedial,kampret
"Gosah sadis sadis kampret. Gua introvert, jarang nimbrung dighibahin mulu. Ketemu matanya kek mau keluar. Sirik amat lu.",kampret
wkwkwkkwk kampret ,kampret
"Dimimpi juga didatangin, kan kampret ya. Mau tidur inii.",kampret
kampret,kampret
Semua Akan Kampret Pada Waktunya ,kampret
Basa basi sang kampret..... Rek lalajo filmna euy ,kampret
Jam segini rata2 kampret siap2 tahajud bang.. ,kampret
"kampret, gue beneran off dah. didiemin makin jadi",kampret
Kwkw kampret,kampret
Bukan kampret bole nongol gak ,kampret
Kampret memang tangguh..... ,kampret
kampret inget pocong,kampret
gue aja udah gaje kampret ,kampret
Aing mah lalay lain kampret,kampret
Malah terdownload yang 360 kampret emang ,kampret
masa si? bilang aja iya kampret,kampret
padahal ga nyambung kampret ,kampret
Hadeh ini lagi kelakuan customer kampret ,kampret
"Bawa anak hasil hamil diluar nikah, alias bunting mulu sama kucing tetangga kampret :)",kampret
Banya warga si kampret ini yg skill editingnya level suhu. Akhlaknya aja yg level abu janda.,kampret
Tuh kan jam segini lo masih belom bisa tidur. Memang kampret nih mata.,kampret
kaaa kampret maksudnya ,kampret
nah iya kampret nya gabisa buat beli paket,kampret
Aduh cowo nya kampret ini malah makan temen kamu,kampret
lo jauh banget ngestalk gue kampret,kampret
kampret,kampret
Done . saya kampret bin kadrun,kampret
KAMPRET GUA DAH NUNGGUIN NI,kampret
"ya tapi kan gue balik rp barengan tuh sama zion, diseret balik ayo aja krna ada temennya eh si kampret malah ngilang total dari idup gue bahkan akun rl aja udh gada kontak rumit amatsi tu si jelek, sebel ",kampret
"Kampret, niatnya ditaro freezer biar cepet dingin malah kelupaan anjer. Gimana gue minumnya keras bgt begini ",kampret
anying ena itu kampret ,kampret
KOK LO SEMUA UDAH PADA TAKEN AJA SIH KAMPRET,kampret
kampret bener loh nahan hp biar gak jatuh eh chargernya yg ambyar,kampret
Birthday cake keju. Gatau knp setiap liat kue itu keinget moment nya kampret memang. Mana itu favorit,kampret
Saya kampret merangkap Paramuda ... Para Muka begaDAng ..,kampret
"yang blm gue follback, nanti maleman y soalnya gue ini hari terakhir 3harian kampret",kampret
Kampret banget nulis ff laptop malah mati,kampret
just kidding kampret,kampret
WKWKWKKW KAMPRET anjlok humor gue ,kampret
ini beneran anjiiirr gue insom lagi??? kemaren tidur jam 3 kampret :(,kampret
#. tu mayan jauh dari tempat gua ngerantau kampret,kampret
I NEED PINK JENO. NOW. edited by si kampret @dearestjjh,kampret
"kampret, gue masih waras ya",kampret
"Saya bukan kampret apalagi cebong, saya ikut ulama aja IBHRS ",kampret
siapa yang bahas alien? GUE JADI PENGEN BUAT AU PAYCHO LAGI KAMPRET ,kampret
Kampret 6 teko ,kampret
Tapi gue salut. Cowonya sabar banget ngadepin cewe kampret kaya gini.,kampret
KAMPRET LO SENGAJA NGATAIN?,kampret
I dont a Red kampret... ,kampret
KAMPRET YA,kampret
Kampret 5 nongol,kampret
"Gatau dah ya, kampret banget. ",kampret
Kampret 3 ,kampret
Dasarr kampret... ,kampret
KAMPRET INI NUNA SATU YE,kampret
kan kan sini tos dlu wkwkwk aku udah gabung gc konser wkt itu trs pas skandal di gc banyak yg leave tanpa ambil dp gk munafik tp ak sedi jg cm ke sirkel sendiri abis banyak yg salty kan ak takoet akhirnya dia gajadi kesini grgr si promotor kampret &amp; 200rb ku kembali hahhaaha,kampret
"Lu aja jadi kampret, gw mahh ogahh...",kampret
"Test ada berapa kampret yang tersisa? Rasah malu² cahh,,,ayo keluar semua kampret. jadi kampret itu enak. Malam kerja siang tidur ",kampret
"1 hari makan sekali jak,tapi makan tengah malam sama jak kampret",kampret
Trio kampret siapa?,kampret
lagu gue ngapa kaga ada yg bener kampret? ,kampret
Gua pengen ngetik ditambahin e diakhir kampret,kampret
Kampret ,kampret
Lo yg kampret dakjal,kampret
kayaknya lagi banyak yang kelock juga.... kenapa harus akunku sih yang kena?!?! twitter kampret,kampret
KAMPRET,kampret
Dasar Kampret Sgede bayi umur 6 taon Untung di Filipina Jauh dah tuh kampret ,kampret
Jadi ilang kesan sedihnya kampret.,kampret
"pala gue diem anying, kaga bejedar. sembarangan aje lo kampret ya",kampret
kampret,kampret
KAMPRET LO,kampret
gue kalo oleng gara gara calum mulu emg kampret tu anak ,kampret
"Malem-malem nangis gara-gara kesetel Nohsam, kampret lu @day6official.",kampret
Apa itu.....,kampret
Woi kampret wkwkw,kampret
"ody kampret, gue keliatan ga keren kalo gini caranya",kampret
dulu wacana doang mw hafalin kunci nya biar bisa tpi smpe skrg cuma hafal intro nya doang kampret ,kampret
wkwk kampret,kampret
kampret ,kampret
Wakakakakakak..... Jd yg ngira LGBT brarti kampret yaaak,kampret
Tu kan gue bilang apa lsng da kampret nyamber...wkkwkk.,kampret
kampret wkwk,kampret
Kadrun m kampret dah ngira .. itu china! Kapan indonesia terlepas dr kaum itu ya? ,kampret
bangsat gwa lagi hamil nanti keguguran kampret,kampret
Gak jadi ntar dikira LGBT ma kampret,kampret
Kampret... Gue kirain beneran. ..ku terlanjur bahagia... ,kampret
"-PAJANG POTO CUTTER (LU MUK NGAPAEN C??????? jan ngadi"" plis) -rest. (ia nanti balik lg ya a ) -yang mau masup list rep ya! -siapa yg mau ak angkut? akun baru netes ni -ak mau bikin au, minat gx? (btw klo beneran, tag ak -PAJANG MAKANAN/MINUMAN (SLALU LWAT PAS GUE LAPER KAMPRET)",kampret
ya bukan dia doang kampret,kampret
"Emng kampret, tapi greget ",kampret
Kampret bgt adekkkk wkwk Bentar aku salamin ke papa,kampret
Si kampret. Auk ah serah,kampret
kampret gw senyum2 sendiri malem2 gini ,kampret
Yg baca renjana gak nangis tuh hatinya sekuat apa sih gila. Baja kaliya kampret itu sedih banget anjaaaay gak cuma bagian meanie doang tapi semua aspek tokoh yg ada di renjana kak ain tuh bikin mewek kalo pas porsinyaa mewek ,kampret
Padahal ntar mau ke pmi tp malah begadang kampret,kampret
Aing lagi papjiiiiiii kampret,kampret
Kampret,kampret
Kampret sekali sendernya,kampret
Wkwkw kampret ,kampret
Kalem phon kalem. Aduhhh malu kali kokmau2 an aja si lu phona kampret ,kampret
@babbyysun_ bgst anjir tokbu kampret bgt kurang ajar,kampret
Uwu bgt kampret sakit sakit,kampret
"Dekil my fav, sampe saya ikutan males mandi karena nyontoh si kampret itu ",kampret
IYA KAMPRET,kampret
GUE KIRA NANYA JASA PAKETIN BARANG KOS TIH TRUSTED APA KAGA EH SEKALINYA MALAH HORROR KAMPRET,kampret
Tempo kayaknya sdh menjadi cabang dari TV 1 ... gaya komenya juga sama 99% kampret 1% cebong,kampret
Kan kampret yak,kampret
"Sumpah jht btul aku tdr ga diksih selimut, mana dingin bet kampret",kampret
"g4ydar apaan kampret, homo ? ",kampret
songong bnr si kampret,kampret
kampret u naz ,kampret
Kampret betul kepala ku pusing ga ilang ilang anjirr,kampret
Kampret lu :(,kampret
"Follback bro,biar bisa dm",kampret
Usahaku sia sia gegara yutub kampret. Kzl bgt dah ,kampret
dupenya jo malone wanginya enak buah bunga gt tp pacar ak gasuka ktnya kek bau menyan.. kampret wkwk,kampret
KAMPRET,kampret
Weh kak gabri kampret,kampret
Jadi seru Bang.. banyak jg Cecurut..Kampret dan Super Kadrun pada nongol...gak ada matinya mereka.. ,kampret
"Gara2 tharntype trending, gue penasaran langsung liat yutub dan ""wow"" Gue nyesel kampret, my eyes. Bagus si, cuma bkan selera gue. ( i mind, gue gak bole liat yg genre bgitu) I hate my mind ",kampret
"Kampret ternyata miskom ama pak priyo, makane dijawab ""waalaikumsalam"" doang",kampret
Kampret &amp; Kadrun gampang banget di-BEGO-in media abal2,kampret
Kamunya yg kyk kampret.. Malem malem masih kelayapan,kampret
Gabisa gegara byU kampret//,kampret
Kan kok kampret wkkw,kampret
"it's okay not to be okay, The Boy Who Fed On Nightmares.. kampret lah sedih banget, baper banget drama ginian. kalo buku nya beneran dijual gw mau beli. ",kampret
kampret aku benci utekku wes,kampret
Gue gatau juga sih tapi agak kampret aja mereka kayak yang friendzone. Gue gak suka cerita one-sided love. Gimana ya rasanya feel loved...,kampret
"Ngakak itu waktu telfonan sm mama terus mama cerita kalo habis ngmg ke papa soal *teett* dan respon papa langsung bilang ""ya Allah dek cukup kakek mu yg dpt kek bgtu kamu jgn"" wkwk ngakak kampret ih",kampret
"Disuruh baca malah ngelantur fitnah, kalo goblok ga bisa ngartiin HIP gw maklum lo cuma burung beo berbulu kampret.",kampret
Haha kampret kenapa demam lagi,kampret
"ohh masalah zonasi kampret itu. gini, mungkin ortu kamu khawatir jauh sekolahnya apalagi pandemik gini huhu :( trs banyak yg akhirnya mutusin masuk swasta karna daripada gasekolah sama sekali termasuk kamu ya.. sabar ya itu sakit bgt pastinya nah kamu juga tetep semangat ya!",kampret
"ye kampret, ntar lu kaga pahammm",kampret
ak baca berulang kali tetep aja kebacanya kampret:(,kampret
"Gara gara si anjing ini, aku jd rajin buka shope untuk bales dendam nyuri balik air, bantuin ga pernah tp nyolongin sering banget, kampret emang #ShopeeFarm #curiair #ShopeeID",kampret
"Habis di hajar kampret, sekarang di cecar cebong. Sib nasib baim.",kampret
Lika liku perjalan mendapatkan sate kampret ,kampret
"Lagi rindu bgt jir sama basket, kampret",kampret
iya nih kampret,kampret
"Kayakan pikiran mu dengan pustaka, jangan berjalan di atas pikirin mu sendiri. Hahaha kampret kalian",kampret
yg bener aja km kampret ak pukil yah ,kampret
"#Jo Iya ditutup, ditarik ketempat. Saya JERIT LAGI KRN CICAK KAMPRET INI MENGELIAT DIDALAM. KEGENCET ANU. SEPERTI JELI. SAYA TAKUT LEBIH DARI APAPUN HUHU. AKHIRNYA DIA LEPAS GAIS LEWAT BAWA. MELEWATI PAHA. saya tak perjaka ",kampret
Aku dikatain kampret mak hik ,kampret
HAHAHAHHAHA PUSING PALA GUE KAMPRET MABOKK SEUNGMIN SAMA LEEKNOW TAPI GAMAU BERPALING DARI JUNEEEE ,kampret
KAMPRET,kampret
kampret tau aja sih,kampret
kampret lah,kampret
KRIPI KAMPRET ,kampret
"Apa itu kampret, sayang?",kampret
Oke mlem2 ngajak telfon cuman pingin gibah kampret sekali teman2ku ini,kampret
Ya ampun... Sakit banget bool gw. Emang kampret kontol gede itu. Abangnya emg jahat! Ga nyangka aja orgnya kurus tp pas dibawah yg hidup gedenya minta kambenk!,kampret
ngakak btul kampret,kampret
"Gue sih kelabang, tiap berak suka nongol kampret",kampret
sama je la korang dua dasar kampret,kampret
Kampret sperpart sepeda makin kesini makin langka aja ,kampret
KAK JEJE KAMPRET,kampret
"Parah bgt dong brouuu ayo kapan main ke rumahku sm si kampret, nanti aku masakin ikan bakar2 n sambel dabu2 yg enyoyyyy",kampret
Tau aja sih kampret ,kampret
"Ada, aku dulu malah pernah kena bom molotof sama temen ku sendiri. Kampret nya itu buat misi wkwk",kampret
KAMPRET ,kampret
kampret wkwk,kampret
"jd tgl 9 nanti sepertinya udah mulai distribute ini lagu lagu gw. lelah rasanya berkecamuk dengan wacana wacana dan masukan2 yang tidak terealisasi. ditambah lagi wabah kampret-19 yang bikin banyak chance gw berkembang hilang. mohon doa dan dukungannya ya tweets :"") ",kampret
Kampret kau,kampret
"Akhirnya bisa tidur dengan tenang setelah beberapa hari nonton dark kampret, untungnya happy ending dongg ",kampret
kampret gua kira beneran ,kampret
"Iri, dengki, sirik, itu semua hadir karena mbak ini. KAMPRET IH UDAH DIPELUK DIELUS ELUS KEPALANYA. HABIS ITU MALAH MUKUL. ",kampret
"belum tau diaaa.. aku lho pernah boncengan mbek masku (kandung), pas SMA po ya.. aku dikira pacar'e masku. pernah juga masku boncengin mbak sepupu ya dikira pacar. hoalah kampret",kampret
dIEM KAMPRET,kampret
"Kampret emg ye nder, ak mau ambil minumm jd gaberani",kampret
ngakak kampret wkwk,kampret
YATUHAN GUE MAU MENGHILANG AJA KAMPRET BENER UBO ,kampret
ko kampret ,kampret
UDH GADA RUSTICNYA KAMPRET,kampret
bukan seharian. 2 hari sekali kampret,kampret
kampret gua pikir dah keluar mv #펜타곤이_만들어낸_왕관_바스키아 #PTG_Basquiat_is_here #PENTAGON #펜타곤 #바스키아 #Basquiat @CUBE_PTG,kampret
kampret emg,kampret
ternyata belum dong kampret ,kampret
hahaha kampret si mimin ngelawak mulu ,kampret
Jaringan kampret.,kampret
Wong bandungan alergi adem kampret ,kampret
WOI AHAHAH KAMPRET LAH PERGI LO GYU,kampret
Ahhaha kampret,kampret
G gtu kampret reeeeeee ,kampret
"jadi dulu wonpil tu mo buang sampah kan, trus ada cewek gitu teriak ""kim wonpil!! aku mau jadi plastik sampah yang kamu buang itu."" gila ya, dari sebelum debut udah dibucinin banyak orang aja lu kampret ",kampret
"Not at me swearing ""kampret (bat)"" while a mosquito bite my face",kampret
Jangan bikin jantung gua degdegan kampret ,kampret
Si kampret ngapain lagi sih ,kampret
Prsis kampret ya bang,kampret
Temen kampret emg ngajak nge gas dadakan bett,kampret
Kampret udh kubucinin malah gak dinotice ku apus ajala kemusuhan bgt sama asu ,kampret
Kalian semua emang kampret ,kampret
gue mau ngata ngatain dsp sumpah kampret bgt lo agensi,kampret
Kampret ,kampret
GW NUNGGUIN APAAN YG DI DM KAMPRET. KZL BGT,kampret
"Jadi usaha bokap gua udah lama dipegang abang gua karena bokap udah sakit sakitan, jadi otomatis uang belanja nyokap abang gua yang ngasih. Dulu sebelum dia nikah uang belanja emak gua sekian, semenjak nikah sama si kampret itu uang belanja emak gua dipotong hampir 50%",kampret
Kampret,kampret
Kampret dah,kampret
#. Taperwer kampret,kampret
Gue mah apa atuh cuma cungpret (kacung kampret) ,kampret
salah mulu kampret,kampret
kampret,kampret
Kampret yh km,kampret
Kampret banget dah wkwk ,kampret
"1. pict 1 2. pict 2&3,dri smnjak gnti hp udh pause. jd ya gut 3. @marktuannx bangse random banget orangnya tapi baik, cuman randomnya gada yg ngalahin dah wkkw 4. kampret ",kampret
Mau makan bebek tria aja jadi insecure kampret lah,kampret
Wkwkwwk tyson kampret,kampret
Kampret dibales ,kampret
"kampret kampret kampret.... aku maneh, dia galau beli hp lik... ",kampret
tunggu hikmahnya si kampret dengerin kata tukang parkir alias mundur lah bangsat:),kampret
bay u kampret.,kampret
murah tp ilangan kampret emg ,kampret
"3.) Ke warung idealnya buat beli sesuatu, bukan nukerin duit. Kampret lo, beli permen gopek duitnya gocap. 4.) Kalau bisa jangan jatuhin sedotan bening (sedotan al3-al3, t3h gelas, dan sejenisnya) ribet anj beresinnya. ...",kampret
"Lah aku pas pushrenk malah, mana afk lg kampret -,-",kampret
"Gwe stress bgt tanggal utbk gue berubah, tempatnya juga. Kampret gmn klo gue sndiri ntar.",kampret
Kampret lu haha..,kampret
Posesifnya tp lucu bats kampret. Apalagi yg ditukang jait. ya kali cemburu ama aki aki. Pesona cowo imut macem Nakyum bisa bikin cowo kampret fucekboi tobat dan cuma ke 1 cowo doang Gue gelik liat Jihwan asli,kampret
Kampret ,kampret
"woyyyyyyyy kampret lu by.u .....!! udah sejam lebih ngedown, maintenance mu mana??? cen ndela tenan!!",kampret
Itu definisi kampret dah sini ma gua aja.g,kampret
Iya kampret makanya,kampret
"PEMENANG GIVEAWAY #27UNTUKKAMU Spti yg sdh diumumin sm Babang Kampret Sabtu lalu di Kampret Show, pemenang giveaway #27untukkamu periode Juni adlh..... *kendang roll *anknya dangdut bgt ..... Kang @TizarRich ! Selamat kakanda Bukon alias Budak Konte…",kampret
si playboy kampret ,kampret
Kampret t wkwkkwkwkkw gw ngakakawnkwkwkwwkwkwkwkwnk,kampret
IH KAMPRET,kampret
kurang ajar lu kampret ,kampret
Dan gw ga habis pikir ada yg setolol itu nyia2in dia.... Sumpah ga tau betapa beruntungnya si kampret itu....,kampret
*jpf [WARNING SPOILER] Saya mewakili keluarga kupu-kupu mengucapkan Douma kampret ,kampret
3x dan semua nya sama!!!!!! Kampret!!,kampret
YA ALLAH PLS LAH GUE NUNGGU UWU UWU AN AJA. Apalagi si kampret ini kan udh bucin bats ama Nakyum,kampret
#SOBAtreatEXObetter WOY KAMPRET! MAU LO APA SIH DARI AWAL KEKNYA UDAH GAK NIAT APA SIH LO. KEMAREN GAK MASUKIN EXO AUTO SAHAM DOWN SEKARANG APA LAGI HAH! WHAT THE FUCK! ,kampret
ke reset dong tiap 24 jam. sialan. eruh ngunu tak gawe voting mau. hoalah kampret gak eruh aku ,kampret
Yha kirain setrika kampret,kampret
kesel bgt kampret wkwk lu balikin aja tu kardusnya di atas mulut biar lgsg masuk ke mulut @cheezytoastie,kampret
byU kampret//,kampret
"Putusin dulu kampret, jan asal gebet anak orang padahal masih ada pacar ",kampret
"Kampret banget ni susah bener soalnya, gak ada yg bisa bantu apa",kampret
kampret kaget,kampret
"Kampret singto, kok lu ngegas suap suapin kit ",kampret
Auto nyoba kampret,kampret
"Kadrun lagi kadrun lagi, ga ada habisnya kadrun kampret diancukjaran penikmat fifisonta ya bib? Seandainya kopi Mirna dianjurin tuk memusnahkan kadrun, mungkin udh pd ludes kali bib ",kampret
KAMPRET ,kampret
"⠀ ⠀⠀""..... Mereka mengekspor daun teh unggulan yang berkualitas tinggi. Sedangkan pribumi, hanya disisakan gagang tehnya saja, sehingga rakyat Priangan menganggap itulah teh yang sebenarnya. Kan kampret ini,""⠀ ⠀⠀",kampret
kampret emang byu haha,kampret
gak eh aduh perut gua bunyi kampret emg,kampret
Kampret udah gue baca dengan bersungguh-sungguh,kampret
"Umur 20 blm genep aja udah ditawarin nikah sama mas ini, mas itu, kalo kawab ""gam ah"" lgsg dikatain ""kamu itu jadi cewek jgn pilih2 nanti malah sulit nemu jodoh"". Jalan aku masih jauh kampret, cuma krn blm siap dikatain sulit ktmu jodoh.",kampret
akhir jerman dong kampret ,kampret
Woi kampret malam2 gua udah matiin lampu. Nge skrol ini twt langsung jumpscare ,kampret
kampret lo,kampret
Si kampret,kampret
DIAM YA DISURUH INITU JANJIANNNNN KAMPRET:(((,kampret
"Paling gabisa ngomong di depan kamera, kampret ah",kampret
Mu jgn.. aku viral mu jadi tino nnti. Kampret..,kampret
"Arghhh kampret, gua kira dia punya perasaan yang sama. Eh tau nya dia cuma anggap gua adek²an nya doang ",kampret
"""kesian benget yee gua prank."" -tio kampret setanalas",kampret
Kampret,kampret
kebaca kampret anjrot,kampret
Je A en ce o kA Gua tadi ngomong disalahin kampret ,kampret
"Semalem gabisa tidur gara-gara kepikiran pilih versi halal/haram. Terus pilih yang haram, dan masih kepikiran. Akhirnya nambah yang halal dan akupun tidur nyenyak. Kampret banget emang #MONSTER_D6 #Seulgi_MONSTER @RVsmtown",kampret
kampret!!,kampret
"yaallah byu kampret bgt, gw br beli paketan malah error jaringannya ",kampret
KAMPRET MENTAP GW JEBOLLL,kampret
Soba KAMPRET emang!! #EXOLS_UNITE_ON_SOBA #EXOSCGameplay #엣쓰엠_세찬_프로모_똑바로해 #엣쓰엠_세찬컴백_까먹었냐 @weareoneEXO,kampret
Ah kampret,kampret
Kampret nangis gw anjir barusan gw tonton ,kampret
kampret lah,kampret
La mbok kiro sopo kampret ,kampret
Fix laa besok mau diet !! Kmren udah berhasil 3hari diet malemnya diajakin ngopiii sama temen berasa sia2 bgtt kampret,kampret
Kampret bocah syalan ,kampret
HAAA ILANGGG KAMPRET BADMOOD AKU SATT ,kampret
@byu_id kampret,kampret
starbucks sebab tealive kampret straw cam njing butuh ngakak ,kampret
Ya dia udh baper mungkin kampret wkwk,kampret
Sate Kampret ,kampret
kampret malem2 malah bm ricis ,kampret
"Kalo dibikin rangking gemini, aries, virgo, scorpio (not sure) Pokoknya gemini plg kampret",kampret
Hoalah kampret ga pernah lahhヽ(￣д￣;)ノ ,kampret
KAMPRET ASW,kampret
kampret sinting yg buat ginian kali ya? seriusan kga mau marah2 tapi liat ini kok ya minta ditenggelemin yg buat petisi? ,kampret
"wkwkwk kmarin2 iyaaa, skrg 10gb yang 50rb itu biar ga boros eh malah sinyalnya ilang kampret ",kampret
Haaaaaaaaaaaaaaaah melepaskan semua sesak didada gegara lagu anak ici kampret,kampret
